dataset,nmse_db,correlation,sec_per_sample,num_samples
user_center,2.1241568913211206,nan,0.002771294116973877,600
user_edge,2.1159725609462017,nan,0.000332945187886556,600
user_uniform,2.120626972865497,nan,0.0002375976244608561,600
user_left_cluster,2.1022910485780533,nan,0.00022461136182149252,600
user_right_cluster,2.0973502277353067,nan,0.00032655715942382814,600
user_ring,2.106925398702885,nan,0.00032761414845784503,600
